EFF_DATE,FIPS,COUNTY_CITY,PROVINCE_STATE,COUNTRY_REGION,CONFIRMED_CUMULATIVE,DEATHS_CUMULATIVE,RECOVERED_CUMULATIVE,LATITUDE,LONGITUDE
2020-01-22,,,,Japan,2,,,,
2020-01-22,,,,Thailand,2,,,,
2020-01-22,,,,South Korea,1,,,,
2020-01-23,,,,Japan,1,,,,
2020-01-23,,,,South Korea,1,,,,
2020-01-23,,,,Vietnam,2,,,,
2020-01-24,,,,Japan,2,,,,
2020-01-24,,,,Vietnam,2,,,,
2020-01-25,,,,Singapore,3,,,,
2020-01-25,,,,Vietnam,2,,,,
2020-01-26,,,,South Korea,3,,,,
2020-01-26,,,,Malaysia,4,,,,
2020-01-27,,,,Japan,4,,1,,
2020-01-25,,,,South Korea,2,,,,
2020-01-25,,,,Australia,4,,,,
2020-01-26,,,,Nepal,1,,,,
2020-01-26,,,,Canada,1,,,,
2020-01-26,,,,France,3,,,,
2020-01-27,,,,South Korea,4,,,,
2020-01-27,,,,Vietnam,2,,,,
2020-01-27,,,,Cambodia,1,,,,
2020-01-27,,,,Ivory Coast,1,,,,
2020-01-28,,,,Vietnam,2,,,,
2020-01-28,,,,Nepal,1,,,,
2020-01-29,,,,Singapore,7,,,,
2020-01-29,,,,Vietnam,2,,,,
2020-01-29,,,,Germany,4,,,,
2020-01-29,,,,United Arab Emirates,4,,,,
2020-01-31,,,,Nepal,1,,,,
2020-02-01,,,,UK,2,0,0,,
2020-02-02,,,,South Korea,15,0,0,,
2020-02-03,,,,South Korea,15,0,0,,
2020-02-04,,,,Thailand,25,0,5,,
2020-02-04,,,,Japan,22,0,1,,
2020-02-02,,,,UK,2,0,0,,
2020-01-23,,,,Singapore,1,,,,
2020-01-24,,,,South Korea,2,,,,
2020-01-25,,,,Thailand,7,,,,
2020-01-25,,,,France,3,,,,
2020-01-23,,,,Thailand,3,,,,
2020-01-24,,,,Thailand,5,,,,
2020-01-24,,,,France,2,,,,
2020-01-26,,,,Japan,4,,1,,
2020-01-26,,,,Vietnam,2,,,,
2020-01-26,,,,Australia,4,,,,
2020-01-25,,,,Malaysia,3,,,,
2020-01-27,,,,Singapore,5,,,,
2020-01-27,,,,France,3,,,,
2020-01-27,,,,Nepal,1,,,,
2020-01-27,,,,Canada,1,,,,
2020-01-27,,,,Sri Lanka,1,,,,
2020-01-28,,,,Thailand,14,,5,,
2020-01-28,,,,Malaysia,4,,,,
2020-01-28,,,,Canada,2,,,,
2020-01-28,,,,Sri Lanka,1,,,,
2020-01-28,,,,Germany,4,,,,
2020-01-29,,,,Japan,7,,1,,
2020-01-29,,,,Thailand,14,,5,,
2020-01-29,,,,South Korea,4,,,,
2020-01-29,,,,Malaysia,7,,,,
2020-01-29,,,,Finland,1,,,,
2020-01-30,,,,Japan,11,,1,,
2020-01-30,,,,Thailand,14,,5,,
2020-01-30,,,,South Korea,4,,,,
2020-01-30,,,,Vietnam,2,,,,
2020-01-30,,,,Nepal,1,,,,
2020-01-30,,,,Malaysia,8,,,,
2020-01-30,,,,Germany,4,,,,
2020-01-30,,,,Finland,1,,,,
2020-01-30,,,,Philippines,1,,,,
2020-01-30,,,,India,1,,,,
2020-01-31,,,,South Korea,11,,,,
2020-01-31,,,,Germany,5,,,,
2020-01-31,,,,Australia,9,,2,,
2020-01-31,,,,Russia,2,,,,
2020-01-31,,,,Philippines,1,,,,
2020-01-31,,,,India,1,,,,
2020-02-01,,,,Malaysia,8,0,0,,
2020-02-01,,,,Vietnam,6,0,1,,
2020-02-01,,,,United Arab Emirates,4,0,0,,
2020-02-01,,,,Finland,1,0,0,,
2020-02-01,,,,Sri Lanka,1,0,0,,
2020-02-02,,,,Singapore,18,0,0,,
2020-02-02,,,,Canada,4,0,0,,
2020-02-02,,,,India,2,0,0,,
2020-02-02,,,,Finland,1,0,0,,
2020-02-03,,,,Malaysia,8,0,0,,
2020-02-03,,,,Australia,12,0,2,,
2020-02-03,,,,Canada,4,0,0,,
2020-02-04,,,,United Arab Emirates,5,0,0,,
2020-02-04,,,,Italy,2,0,0,,
2020-02-04,,,,Belgium,1,0,0,,
2020-02-04,,,,Cambodia,1,0,0,,
2020-01-28,,,,Singapore,7,,,,
2020-01-28,,,,Cambodia,1,,,,
2020-01-31,,,,Vietnam,2,,,,
2020-01-31,,,,Canada,3,,,,
2020-01-31,,,,Italy,2,,,,
2020-01-31,,,,Sri Lanka,1,,,,
2020-02-01,,,,Australia,12,0,2,,
2020-02-02,,,,Japan,20,0,1,,
2020-02-02,,,,Malaysia,8,0,0,,
2020-02-03,,,,Italy,2,0,0,,
2020-01-27,,,,Thailand,8,,2,,
2020-01-24,,,,Singapore,3,,,,
2020-01-25,,,,Japan,2,,,,
2020-01-25,,,,Nepal,1,,,,
2020-01-26,,,,Thailand,8,,2,,
2020-01-26,,,,Singapore,4,,,,
2020-01-27,,,,Malaysia,4,,,,
2020-01-27,,,,Australia,5,,,,
2020-01-28,,,,Japan,7,,1,,
2020-01-28,,,,France,4,,,,
2020-01-28,,,,Australia,5,,,,
2020-01-29,,,,Nepal,1,,,,
2020-01-29,,,,Cambodia,1,,,,
2020-01-29,,,,Australia,5,,,,
2020-01-30,,,,Singapore,10,,,,
2020-01-30,,,,France,5,,,,
2020-01-30,,,,Canada,3,,,,
2020-01-30,,,,Sri Lanka,1,,,,
2020-01-30,,,,Australia,9,,2,,
2020-01-31,,,,Malaysia,8,,,,
2020-01-31,,,,France,5,,,,
2020-01-31,,,,Finland,1,,,,
2020-01-31,,,,Sweden,1,,,,
2020-02-01,,,,Japan,20,0,1,,
2020-02-01,,,,Singapore,16,0,0,,
2020-02-01,,,,South Korea,12,0,0,,
2020-02-01,,,,Germany,8,0,0,,
2020-02-01,,,,Canada,4,0,0,,
2020-02-01,,,,Italy,2,0,0,,
2020-02-01,,,,Russia,2,0,0,,
2020-02-01,,,,Nepal,1,0,0,,
2020-02-02,,,,Italy,2,0,0,,
2020-02-02,,,,Philippines,2,1,0,,
2020-02-02,,,,Cambodia,1,0,0,,
2020-02-02,,,,Nepal,1,0,0,,
2020-02-03,,,,Thailand,19,0,5,,
2020-02-03,,,,Vietnam,8,0,1,,
2020-02-03,,,,France,6,0,0,,
2020-02-03,,,,India,3,0,0,,
2020-02-03,,,,Nepal,1,0,0,,
2020-02-04,,,,Germany,12,0,0,,
2020-02-04,,,,Malaysia,10,0,0,,
2020-02-04,,,,Australia,13,0,2,,
2020-02-04,,,,Nepal,1,0,0,,
2020-02-04,,,,Sri Lanka,1,0,0,,
2020-01-28,,,,South Korea,4,,,,
2020-01-30,,,,United Arab Emirates,4,,,,
2020-01-31,,,,Thailand,19,,5,,
2020-01-31,,,,Japan,15,,1,,
2020-01-31,,,,United Arab Emirates,4,,,,
2020-01-31,,,,UK,2,,,,
2020-01-31,,,,Cambodia,1,,,,
2020-02-01,,,,Cambodia,1,0,0,,
2020-02-01,,,,Spain,1,0,0,,
2020-02-01,,,,Sweden,1,0,0,,
2020-02-02,,,,France,6,0,0,,
2020-02-02,,,,Vietnam,6,0,1,,
2020-02-02,,,,Spain,1,0,0,,
2020-02-02,,,,Sri Lanka,1,0,0,,
2020-02-02,,,,Sweden,1,0,0,,
2020-02-03,,,,Japan,20,0,1,,
2020-02-03,,,,United Arab Emirates,5,0,0,,
2020-01-29,,,,Canada,2,,,,
2020-02-01,,,,India,1,0,0,,
2020-02-02,,,,Thailand,19,0,5,,
2020-02-02,,,,United Arab Emirates,5,0,0,,
2020-02-02,,,,Australia,12,0,2,,
2020-02-02,,,,Russia,2,0,0,,
2020-02-03,,,,Russia,2,0,0,,
2020-02-03,,,,Cambodia,1,0,0,,
2020-01-29,,,,France,5,,,,
2020-01-30,,,,Cambodia,1,,,,
2020-02-01,,,,Thailand,19,0,5,,
2020-01-22,,,,Macau,1,,,,
2020-01-22,,,,Taiwan,1,,,,
2020-01-23,,,,Hong Kong,2,,,,
2020-01-23,,,,Taiwan,1,,,,
2020-01-24,,,,Macau,2,,,,
2020-01-26,,,,Hong Kong,8,,,,
2020-01-27,,,,Hong Kong,8,,,,
2020-01-27,,,,Macau,6,,,,
2020-01-23,,,,Macau,2,,,,
2020-01-25,,,,Hong Kong,5,,,,
2020-01-25,,,,Taiwan,3,,,,
2020-01-26,,,,Taiwan,4,,,,
2020-01-26,,,,Macau,5,,,,
2020-01-28,,,,Macau,7,,,,
2020-02-01,,,,Macau,7,0,0,,
2020-01-24,,,,Taiwan,3,,,,
2020-01-25,,,,Macau,2,,,,
2020-01-24,,,,Hong Kong,2,,,,
2020-01-27,,,,Taiwan,5,,,,
2020-01-28,,,,Taiwan,8,,,,
2020-01-28,,,,Hong Kong,8,,,,
2020-01-29,,,,Taiwan,8,,,,
2020-01-29,,,,Macau,7,,,,
2020-01-30,,,,Taiwan,9,,,,
2020-01-30,,,,Macau,7,,,,
2020-02-01,,,,Hong Kong,13,0,0,,
2020-02-02,,,,Taiwan,10,0,0,,
2020-01-29,,,,Hong Kong,10,,,,
2020-01-30,,,,Hong Kong,10,,,,
2020-01-31,,,,Taiwan,10,,,,
2020-02-03,,,,Hong Kong,15,0,0,,
2020-02-03,,,,Taiwan,10,0,0,,
2020-02-04,,,,Taiwan,11,0,0,,
2020-01-31,,,,Hong Kong,12,,,,
2020-01-31,,,,Macau,7,,,,
2020-02-02,,,,Hong Kong,15,0,0,,
2020-02-02,,,,Macau,8,0,0,,
2020-02-03,,,,Macau,8,0,0,,
2020-02-01,,,,Taiwan,10,0,0,,
2020-02-03,,,,Singapore,18,0,0,,
2020-01-22,,,,USA,1,,,,
2020-01-23,,,,USA,1,,,,
2020-01-26,,,,USA,5,,,,
2020-01-25,,,,USA,2,,,,
2020-02-01,,,,USA,8,0,0,,
2020-01-24,,,,USA,2,,,,
2020-01-27,,,,USA,5,,,,
2020-01-28,,,,USA,5,,,,
2020-01-29,,,,USA,5,,,,
2020-01-30,,,,USA,5,,,,
2020-01-31,,,,USA,6,,,,
2020-02-02,,,,USA,8,0,0,,
2020-02-03,,,,USA,11,0,0,,
2020-02-03,,,,Finland,1,0,0,,
2020-02-03,,,,Spain,1,0,0,,
2020-02-03,,,,Sri Lanka,1,0,0,,
2020-02-03,,,,Sweden,1,0,0,,
2020-01-22,,,,China,547,17,28,,
2020-01-23,,,,China,639,18,30,,
2020-01-28,,,,China,5494,131,101,,
2020-01-30,,,,China,8124,171,135,,
2020-01-24,,,,China,916,26,36,,
2020-01-26,,,,China,2062,56,49,,
2020-01-27,,,,China,2863,82,58,,
2020-01-25,,,,China,1399,42,39,,
2020-01-29,,,,China,6070,133,120,,
2020-01-31,,,,China,9783,213,214,,
2020-02-02,,,,China,16607,361,463,,
2020-02-01,,,,China,11871,259,275,,
2020-02-03,,,,China,19693,425,614,,
2020-02-04,,,,China,23680,490,843,,
2020-02-04,,,,Singapore,24,0,0,,
2020-02-04,,,,South Korea,16,0,0,,
2020-02-04,,,,Vietnam,8,0,1,,
2020-02-04,,,,France,6,0,0,,
2020-02-04,,,,India,3,0,0,,
2020-02-04,,,,Philippines,2,1,0,,
2020-02-04,,,,Russia,2,0,0,,
2020-02-04,,,,UK,2,0,0,,
2020-02-04,,,,Finland,1,0,0,,
2020-01-29,,,,Sri Lanka,1,,,,
2020-01-31,,,,Singapore,13,,,,
2020-02-01,,,,France,6,0,0,,
2020-02-01,,,,Philippines,1,0,0,,
2020-02-02,,,,Germany,10,0,0,,
2020-02-03,,,,Germany,12,0,0,,
2020-02-03,,,,Philippines,2,1,0,,
2020-02-03,,,,UK,2,0,0,,
2020-02-04,,,,Canada,4,0,0,,
2020-02-04,,,,Spain,1,0,0,,
2020-02-05,,,,Singapore,28,0,0,,
2020-02-05,,,,Thailand,25,0,5,,
2020-02-05,,,,South Korea,19,0,0,,
2020-02-05,,,,Germany,12,0,0,,
2020-02-05,,,,Malaysia,12,0,0,,
2020-02-05,,,,Vietnam,8,0,1,,
2020-02-05,,,,France,6,0,0,,
2020-02-05,,,,United Arab Emirates,5,0,0,,
2020-02-05,,,,Australia,13,0,2,,
2020-02-05,,,,India,3,0,0,,
2020-02-05,,,,Canada,5,0,0,,
2020-02-05,,,,Philippines,2,1,0,,
2020-02-05,,,,Russia,2,0,0,,
2020-02-05,,,,UK,2,0,0,,
2020-02-05,,,,Belgium,1,0,0,,
2020-02-05,,,,Cambodia,1,0,0,,
2020-02-05,,,,Finland,1,0,0,,
2020-02-05,,,,Nepal,1,0,0,,
2020-02-05,,,,Spain,1,0,0,,
2020-02-05,,,,Sri Lanka,1,0,0,,
2020-02-05,,,,Sweden,1,0,0,,
2020-02-06,,,,Singapore,28,0,0,,
2020-02-06,,,,Thailand,25,0,5,,
2020-02-06,,,,South Korea,23,0,0,,
2020-02-06,,,,Germany,12,0,0,,
2020-02-06,,,,Vietnam,10,0,1,,
2020-02-06,,,,France,6,0,0,,
2020-02-06,,,,United Arab Emirates,5,0,0,,
2020-02-06,,,,Australia,14,0,2,,
2020-02-06,,,,India,3,0,0,,
2020-02-06,,,,Canada,5,0,0,,
2020-02-06,,,,Italy,2,0,0,,
2020-02-06,,,,Philippines,2,1,0,,
2020-02-06,,,,UK,2,0,0,,
2020-02-06,,,,Belgium,1,0,0,,
2020-02-06,,,,Cambodia,1,0,0,,
2020-02-06,,,,Spain,1,0,0,,
2020-02-06,,,,Sri Lanka,1,0,0,,
2020-02-06,,,,Sweden,1,0,0,,
2020-02-07,,,,Singapore,30,0,0,,
2020-02-07,,,,Japan,25,0,1,,
2020-02-07,,,,South Korea,24,0,1,,
2020-02-07,,,,Germany,13,0,0,,
2020-02-07,,,,Malaysia,12,0,1,,
2020-02-07,,,,France,6,0,0,,
2020-02-07,,,,Australia,15,0,2,,
2020-02-07,,,,United Arab Emirates,5,0,0,,
2020-02-07,,,,Canada,7,0,0,,
2020-02-07,,,,India,3,0,0,,
2020-02-07,,,,Italy,3,0,0,,
2020-02-07,,,,Philippines,3,1,0,,
2020-02-07,,,,UK,3,0,0,,
2020-02-07,,,,Russia,2,0,0,,
2020-02-07,,,,Cambodia,1,0,0,,
2020-02-07,,,,Nepal,1,0,0,,
2020-02-07,,,,Spain,1,0,0,,
2020-02-07,,,,Sri Lanka,1,0,0,,
2020-02-08,,,,Singapore,33,0,2,,
2020-02-08,,,,Thailand,32,0,10,,
2020-02-08,,,,Japan,25,0,1,,
2020-02-08,,,,Malaysia,16,0,1,,
2020-02-08,,,,Germany,13,0,0,,
2020-02-08,,,,Vietnam,13,0,1,,
2020-02-08,,,,France,11,0,0,,
2020-02-08,,,,United Arab Emirates,7,0,0,,
2020-02-08,,,,Australia,15,0,2,,
2020-02-08,,,,Canada,7,0,0,,
2020-02-08,,,,Italy,3,0,0,,
2020-02-08,,,,Philippines,3,1,0,,
2020-02-08,,,,UK,3,0,0,,
2020-02-08,,,,Russia,2,0,0,,
2020-02-08,,,,Belgium,1,0,0,,
2020-02-08,,,,Cambodia,1,0,0,,
2020-02-08,,,,Sri Lanka,1,0,1,,
2020-02-08,,,,Sweden,1,0,0,,
2020-02-09,,,,Thailand,32,0,10,,
2020-02-09,,,,South Korea,25,0,3,,
2020-02-09,,,,Malaysia,16,0,1,,
2020-02-09,,,,Germany,14,0,0,,
2020-02-09,,,,Vietnam,13,0,1,,
2020-02-09,,,,Australia,15,0,2,,
2020-02-09,,,,Philippines,3,1,0,,
2020-02-09,,,,UK,3,0,0,,
2020-02-09,,,,Russia,2,0,0,,
2020-02-09,,,,Spain,2,0,0,,
2020-02-09,,,,Belgium,1,0,0,,
2020-02-09,,,,Sri Lanka,1,0,1,,
2020-02-09,,,,Sweden,1,0,0,,
2020-02-10,,,,Singapore,45,0,2,,
2020-02-10,,,,Thailand,32,0,10,,
2020-02-10,,,,South Korea,27,0,3,,
2020-02-10,,,,Japan,26,0,4,,
2020-02-10,,,,Malaysia,18,0,1,,
2020-02-10,,,,Germany,14,0,0,,
2020-02-10,,,,Vietnam,14,0,1,,
2020-02-10,,,,France,11,0,0,,
2020-02-10,,,,UK,8,0,0,,
2020-02-10,,,,United Arab Emirates,8,0,0,,
2020-02-10,,,,Australia,15,0,2,,
2020-02-10,,,,Canada,7,0,0,,
2020-02-10,,,,Italy,3,0,0,,
2020-02-10,,,,Philippines,3,1,0,,
2020-02-10,,,,Spain,2,0,0,,
2020-02-10,,,,Belgium,1,0,0,,
2020-02-10,,,,Finland,1,0,0,,
2020-02-10,,,,Nepal,1,0,0,,
2020-02-10,,,,Sweden,1,0,0,,
2020-02-11,,,,Others,135,0,0,,
2020-02-11,,,,Singapore,47,0,9,,
2020-02-11,,,,Thailand,33,0,10,,
2020-02-11,,,,South Korea,28,0,3,,
2020-02-11,,,,UK,8,0,0,,
2020-02-11,,,,United Arab Emirates,8,0,0,,
2020-02-11,,,,Australia,15,0,2,,
2020-02-11,,,,Canada,7,0,0,,
2020-02-11,,,,India,3,0,0,,
2020-02-11,,,,Philippines,3,1,0,,
2020-02-11,,,,Spain,2,0,0,,
2020-02-11,,,,Cambodia,1,0,0,,
2020-02-11,,,,Finland,1,0,0,,
2020-02-11,,,,Nepal,1,0,0,,
2020-02-11,,,,Sri Lanka,1,0,1,,
2020-02-11,,,,Sweden,1,0,0,,
2020-02-12,,,,Others,175,0,0,,
2020-02-12,,,,Singapore,50,0,15,,
2020-02-12,,,,Thailand,33,0,10,,
2020-02-12,,,,Japan,28,0,9,,
2020-02-12,,,,Vietnam,15,0,6,,
2020-02-12,,,,France,11,0,2,,
2020-02-12,,,,UK,9,0,1,,
2020-02-12,,,,Australia,15,0,2,,
2020-02-12,,,,Italy,3,0,0,,
2020-02-12,,,,Philippines,3,1,1,,
2020-02-12,,,,Belgium,1,0,0,,
2020-02-13,,,,Others,175,0,0,,
2020-02-13,,,,Thailand,33,0,12,,
2020-02-13,,,,South Korea,28,0,7,,
2020-02-13,,,,Malaysia,19,0,3,,
2020-02-13,,,,Germany,16,0,1,,
2020-02-13,,,,France,11,0,2,,
2020-02-13,,,,United Arab Emirates,8,0,1,,
2020-02-04,,,,Sweden,1,0,0,,
2020-02-05,,,,Japan,22,0,1,,
2020-02-05,,,,Italy,2,0,0,,
2020-02-06,,,,Malaysia,12,0,0,,
2020-02-06,,,,Russia,2,0,0,,
2020-02-06,,,,Nepal,1,0,0,,
2020-02-07,,,,Others,61,0,0,,
2020-02-07,,,,Thailand,25,0,5,,
2020-02-07,,,,Belgium,1,0,0,,
2020-02-07,,,,Finland,1,0,0,,
2020-02-08,,,,Others,61,0,0,,
2020-02-08,,,,South Korea,24,0,1,,
2020-02-08,,,,India,3,0,0,,
2020-02-08,,,,Finland,1,0,0,,
2020-02-08,,,,Nepal,1,0,0,,
2020-02-08,,,,Spain,1,0,0,,
2020-02-09,,,,Others,64,0,0,,
2020-02-09,,,,Singapore,40,0,2,,
2020-02-09,,,,Japan,26,0,1,,
2020-02-09,,,,France,11,0,0,,
2020-02-09,,,,Canada,7,0,0,,
2020-02-09,,,,India,3,0,0,,
2020-02-09,,,,Italy,3,0,0,,
2020-02-09,,,,Finland,1,0,0,,
2020-02-10,,,,India,3,0,0,,
2020-02-10,,,,Sri Lanka,1,0,1,,
2020-02-11,,,,Malaysia,18,0,3,,
2020-02-11,,,,Germany,16,0,0,,
2020-02-11,,,,Vietnam,15,0,6,,
2020-02-11,,,,France,11,0,0,,
2020-02-11,,,,Russia,2,0,0,,
2020-02-11,,,,Belgium,1,0,0,,
2020-02-12,,,,South Korea,28,0,7,,
2020-02-12,,,,Germany,16,0,0,,
2020-02-12,,,,India,3,0,0,,
2020-02-12,,,,Spain,2,0,0,,
2020-02-12,,,,Sri Lanka,1,0,1,,
2020-02-12,,,,Sweden,1,0,0,,
2020-02-13,,,,UK,9,0,1,,
2020-02-10,,,,Russia,2,0,0,,
2020-02-11,,,,Japan,26,0,9,,
2020-02-12,,,,United Arab Emirates,8,0,1,,
2020-02-12,,,,Finland,1,0,1,,
2020-02-13,,,,Australia,15,0,8,,
2020-02-13,,,,Canada,7,0,1,,
2020-02-13,,,,Italy,3,0,0,,
2020-02-13,,,,Philippines,3,1,1,,
2020-02-13,,,,Russia,2,0,2,,
2020-02-13,,,,Belgium,1,0,0,,
2020-02-13,,,,Cambodia,1,0,1,,
2020-02-13,,,,Nepal,1,0,1,,
2020-02-13,,,,Sri Lanka,1,0,1,,
2020-02-13,,,,Sweden,1,0,0,,
2020-02-14,,,,Others,218,0,0,,
2020-02-14,,,,Singapore,67,0,17,,
2020-02-14,,,,South Korea,28,0,7,,
2020-02-14,,,,Malaysia,19,0,3,,
2020-02-14,,,,Germany,16,0,1,,
2020-02-14,,,,Vietnam,16,0,7,,
2020-02-14,,,,UK,9,0,1,,
2020-02-14,,,,United Arab Emirates,8,0,1,,
2020-02-14,,,,Australia,15,0,8,,
2020-02-14,,,,Canada,7,0,1,,
2020-02-14,,,,India,3,0,0,,
2020-02-14,,,,Italy,3,0,0,,
2020-02-14,,,,Philippines,3,1,1,,
2020-02-14,,,,Russia,2,0,2,,
2020-02-14,,,,Spain,2,0,0,,
2020-02-14,,,,Belgium,1,0,0,,
2020-02-14,,,,Cambodia,1,0,1,,
2020-02-14,,,,Egypt,1,0,0,,
2020-02-14,,,,Finland,1,0,1,,
2020-02-14,,,,Sweden,1,0,0,,
2020-02-15,,,,Others,285,0,0,,
2020-02-15,,,,Singapore,72,0,18,,
2020-02-15,,,,Japan,43,1,12,,
2020-02-15,,,,Thailand,33,0,12,,
2020-02-15,,,,South Korea,28,0,9,,
2020-02-15,,,,Malaysia,22,0,7,,
2020-02-15,,,,Vietnam,16,0,7,,
2020-02-15,,,,United Arab Emirates,8,0,3,,
2020-02-15,,,,Australia,15,0,8,,
2020-02-15,,,,Canada,7,0,1,,
2020-02-15,,,,India,3,0,0,,
2020-02-15,,,,Italy,3,0,0,,
2020-02-15,,,,Russia,2,0,2,,
2020-02-15,,,,Belgium,1,0,0,,
2020-02-15,,,,Cambodia,1,0,1,,
2020-02-15,,,,Egypt,1,0,0,,
2020-02-15,,,,Sri Lanka,1,0,1,,
2020-02-15,,,,Sweden,1,0,0,,
2020-02-16,,,,Singapore,75,0,18,,
2020-02-16,,,,Japan,59,1,12,,
2020-02-16,,,,South Korea,29,0,9,,
2020-02-16,,,,Malaysia,22,0,7,,
2020-02-16,,,,Germany,16,0,1,,
2020-02-16,,,,Vietnam,16,0,7,,
2020-02-16,,,,Cambodia,1,0,1,,
2020-02-16,,,,Egypt,1,0,0,,
2020-02-16,,,,Finland,1,0,1,,
2020-02-17,,,,Singapore,77,0,24,,
2020-02-17,,,,Japan,66,1,12,,
2020-02-17,,,,Thailand,35,0,15,,
2020-02-17,,,,Malaysia,22,0,7,,
2020-02-17,,,,Vietnam,16,0,7,,
2020-02-17,,,,France,12,1,4,,
2020-02-17,,,,UK,9,0,8,,
2020-02-17,,,,Australia,15,0,10,,
2020-02-17,,,,India,3,0,3,,
2020-02-17,,,,Italy,3,0,0,,
2020-02-17,,,,Philippines,3,1,1,,
2020-02-17,,,,Spain,2,0,2,,
2020-02-17,,,,Cambodia,1,0,1,,
2020-02-17,,,,Nepal,1,0,1,,
2020-02-17,,,,Sri Lanka,1,0,1,,
2020-02-17,,,,Sweden,1,0,0,,
2020-02-18,,,,Others,542,0,0,,
2020-02-18,,,,Japan,74,1,13,,
2020-02-18,,,,South Korea,31,0,12,,
2020-02-18,,,,Malaysia,22,0,13,,
2020-02-18,,,,UK,9,0,8,,
2020-02-18,,,,Australia,15,0,10,,
2020-02-18,,,,Canada,8,0,1,,
2020-02-18,,,,India,3,0,3,,
2020-02-18,,,,Italy,3,0,0,,
2020-02-18,,,,Spain,2,0,2,,
2020-02-18,,,,Belgium,1,0,1,,
2020-02-18,,,,Cambodia,1,0,1,,
2020-02-18,,,,Egypt,1,0,0,,
2020-02-18,,,,Nepal,1,0,1,,
2020-02-18,,,,Sri Lanka,1,0,1,,
2020-02-18,,,,Sweden,1,0,0,,
2020-02-06,,,,Japan,45,0,1,,
2020-02-06,,,,Finland,1,0,0,,
2020-02-07,,,,Vietnam,10,0,1,,
2020-02-09,,,,United Arab Emirates,7,0,0,,
2020-02-09,,,,Nepal,1,0,0,,
2020-02-10,,,,Cambodia,1,0,0,,
2020-02-11,,,,Italy,3,0,0,,
2020-02-12,,,,Canada,7,0,1,,
2020-02-12,,,,Russia,2,0,2,,
2020-02-12,,,,Cambodia,1,0,1,,
2020-02-13,,,,Singapore,58,0,15,,
2020-02-13,,,,Japan,28,1,9,,
2020-02-13,,,,Vietnam,16,0,7,,
2020-02-13,,,,India,3,0,0,,
2020-02-13,,,,Spain,2,0,0,,
2020-02-13,,,,Finland,1,0,1,,
2020-02-14,,,,Thailand,33,0,12,,
2020-02-14,,,,Japan,29,1,9,,
2020-02-14,,,,France,11,0,2,,
2020-02-14,,,,Nepal,1,0,1,,
2020-02-14,,,,Sri Lanka,1,0,1,,
2020-02-15,,,,Germany,16,0,1,,
2020-02-15,,,,UK,9,0,1,,
2020-02-15,,,,Philippines,3,1,1,,
2020-02-15,,,,Spain,2,0,2,,
2020-02-16,,,,Others,355,0,0,,
2020-02-16,,,,Thailand,34,0,14,,
2020-02-16,,,,UK,9,0,8,,
2020-02-16,,,,Australia,15,0,8,,
2020-02-16,,,,Canada,7,0,1,,
2020-02-16,,,,India,3,0,3,,
2020-02-16,,,,Italy,3,0,0,,
2020-02-16,,,,Spain,2,0,2,,
2020-02-16,,,,Belgium,1,0,0,,
2020-02-16,,,,Nepal,1,0,1,,
2020-02-16,,,,Sri Lanka,1,0,1,,
2020-02-16,,,,Sweden,1,0,0,,
2020-02-17,,,,Others,454,0,0,,
2020-02-17,,,,South Korea,30,0,10,,
2020-02-17,,,,Germany,16,0,1,,
2020-02-17,,,,Russia,2,0,2,,
2020-02-17,,,,Egypt,1,0,0,,
2020-02-17,,,,Finland,1,0,1,,
2020-02-18,,,,Singapore,81,0,29,,
2020-02-18,,,,Thailand,35,0,15,,
2020-02-18,,,,Germany,16,0,12,,
2020-02-18,,,,Vietnam,16,0,7,,
2020-02-18,,,,France,12,1,4,,
2020-02-18,,,,United Arab Emirates,9,0,4,,
2020-02-18,,,,Philippines,3,1,1,,
2020-02-18,,,,Russia,2,0,2,,
2020-02-18,,,,Finland,1,0,1,,
2020-02-09,,,,Cambodia,1,0,0,,
2020-02-15,,,,Nepal,1,0,1,,
2020-02-19,,,,Others,621,0,1,,
2020-02-19,,,,Japan,84,1,18,,
2020-02-19,,,,Singapore,84,0,34,,
2020-02-19,,,,Thailand,35,0,15,,
2020-02-19,,,,South Korea,31,0,12,,
2020-02-19,,,,Malaysia,22,0,15,,
2020-02-19,,,,France,12,1,4,,
2020-02-19,,,,United Arab Emirates,9,0,4,,
2020-02-19,,,,Australia,15,0,10,,
2020-02-19,,,,Canada,8,0,1,,
2020-02-19,,,,India,3,0,3,,
2020-02-19,,,,Italy,3,0,0,,
2020-02-19,,,,Philippines,3,1,1,,
2020-02-19,,,,Iran,2,2,0,,
2020-02-19,,,,Russia,2,0,2,,
2020-02-19,,,,Spain,2,0,2,,
2020-02-19,,,,Belgium,1,0,1,,
2020-02-19,,,,Finland,1,0,1,,
2020-02-19,,,,Nepal,1,0,1,,
2020-02-19,,,,Sri Lanka,1,0,1,,
2020-02-19,,,,Sweden,1,0,0,,
2020-02-20,,,,Others,634,2,1,,
2020-02-20,,,,South Korea,104,1,16,,
2020-02-20,,,,Japan,94,1,18,,
2020-02-20,,,,Thailand,35,0,15,,
2020-02-20,,,,Malaysia,22,0,15,,
2020-02-20,,,,Germany,16,0,12,,
2020-02-20,,,,France,12,1,4,,
2020-02-20,,,,UK,9,0,8,,
2020-02-20,,,,United Arab Emirates,9,0,4,,
2020-02-20,,,,Australia,15,0,10,,
